word,n,theme,literal
remark,3,NA,remark
remedied,3,NA,remedied
repaid,3,NA,repaid
repairing,3,NA,repairing
reporting,3,NA,reporting
representing,3,NA,representing
republic,3,NA,republic
reserved,3,NA,reserved
resolve,3,NA,resolve
resorted,3,NA,resorted
respectfully,3,NA,respectfully
respond,3,NA,respond
responsible,3,NA,responsible
ress,3,NA,ress
revolver,3,NA,revolver
rheumatic,3,NA,rheumatic
richer,3,NA,richer
richly,3,NA,richly
rid,3,NA,rid
rim,3,NA,rim
ringing,3,NA,ringing
rink’s,3,NA,rink’s
ritter,3,NA,ritter
rivulets,3,NA,rivulets
rob,3,NA,rob
roberts,3,NA,roberts
rocking,3,NA,rocking
rods,3,NA,rods
rougher,3,NA,rougher
roughness,3,NA,roughness
routes,3,NA,routes
rubbing,3,NA,rubbing
rude,3,NA,rude
rudolph,3,NA,rudolph
rugged,3,NA,rugged
rules,3,NA,rules
runner,3,NA,runner
sad,3,NA,sad
salmon,3,NA,salmon
salute,3,NA,salute
sample,3,NA,sample
sap,3,NA,sap
sawing,3,NA,sawing
saws,3,NA,saws
saxicava,3,NA,saxicava
scandinavian,3,NA,scandinavian
scare,3,NA,scare
scared,3,NA,scared
schistose,3,NA,schistose
scoresby,3,NA,scoresby
seaman’s,3,NA,seaman’s
seamen’s,3,NA,seamen’s
seams,3,NA,seams
seaweed,3,NA,seaweed
sec,3,NA,sec
sector,3,NA,sector
secular,3,NA,secular
securing,3,NA,securing
segment,3,NA,segment
selection,3,NA,selection
sell,3,NA,sell
sensation,3,NA,sensation
sep,3,NA,sep
ser,3,NA,ser
serrated,3,NA,serrated
servations,3,NA,servations
sev,3,NA,sev
sewing,3,NA,sewing
sexes,3,NA,sexes
shafts,3,NA,shafts
shaggy,3,NA,shaggy
shatter,3,NA,shatter
shell,3,NA,shell
sheltering,3,NA,sheltering
shetland,3,NA,shetland
shiploads,3,NA,shiploads
shipwreck,3,NA,shipwreck
shivering,3,NA,shivering
shoal,3,NA,shoal
shook,3,NA,shook
shooting,3,NA,shooting
shortest,3,NA,shortest
shouldered,3,NA,shouldered
shuddered,3,NA,shuddered
shy,3,NA,shy
sic,3,NA,sic
sights,3,NA,sights
silhouettes,3,NA,silhouettes
singsong,3,NA,singsong
sive,3,NA,sive
sixth,3,NA,sixth
sizes,3,NA,sizes
skilfully,3,NA,skilfully
skylight,3,NA,skylight
slabs,3,NA,slabs
slate,3,NA,slate
slave,3,NA,slave
sleepers,3,NA,sleepers
slide,3,NA,slide
sliding,3,NA,sliding
slit,3,NA,slit
sloping,3,NA,sloping
slung,3,NA,slung
smelled,3,NA,smelled
smiled,3,NA,smiled
sniffing,3,NA,sniffing
snowbank,3,NA,snowbank
snowdrift,3,NA,snowdrift
snowed,3,NA,snowed
soap,3,NA,soap
sober,3,NA,sober
sociable,3,NA,sociable
solemn,3,NA,solemn
songs,3,NA,songs
spaced,3,NA,spaced
spade,3,NA,spade
sparingly,3,NA,sparingly
sparkled,3,NA,sparkled
spars,3,NA,spars
sparse,3,NA,sparse
sparsely,3,NA,sparsely
spending,3,NA,spending
spiced,3,NA,spiced
spiders,3,wildlife,spiders
splashing,3,NA,splashing
splendid,3,NA,splendid
sprayed,3,NA,sprayed
sprouted,3,NA,sprouted
squadron,3,NA,squadron
stable,3,NA,stable
stacles,3,NA,stacles
stages,3,NA,stages
stalk,3,NA,stalk
starved,3,NA,starved
stationed,3,NA,stationed
stearine,3,NA,stearine
steering,3,NA,steering
stokehold,3,NA,stokehold
store,3,NA,store
storeroom,3,NA,storeroom
stories,3,NA,stories
stoves,3,NA,stoves
strain,3,NA,strain
strangers,3,NA,strangers
stratified,3,NA,stratified
strengthen,3,NA,strengthen
stress,3,NA,stress
stroll,3,NA,stroll
struggling,3,NA,struggling
submerged,3,NA,submerged
subsequent,3,NA,subsequent
subsequently,3,NA,subsequently
subsided,3,NA,subsided
substance,3,NA,substance
successive,3,NA,successive
suckling,3,NA,suckling
suffi,3,NA,suffi
suggestion,3,NA,suggestion
sunshine,3,NA,sunshine
super,3,NA,super
supplied,3,NA,supplied
supports,3,NA,supports
surplus,3,NA,surplus
surprising,3,NA,surprising
survive,3,NA,survive
survivors,3,NA,survivors
suspicion,3,NA,suspicion
swallowed,3,NA,swallowed
swarms,3,NA,swarms
sway,3,NA,sway
swollen,3,NA,swollen
sympathetic,3,NA,sympathetic
ta,3,NA,ta
tack,3,NA,tack
tackling,3,NA,tackling
tact,3,NA,tact
tainly,3,NA,tainly
tallow,3,NA,tallow
tattooed,3,NA,tattooed
tedious,3,NA,tedious
telegraph,3,NA,telegraph
temperance,3,NA,temperance
tempted,3,NA,tempted
tempting,3,NA,tempting
tended,3,NA,tended
tered,3,NA,tered
terior,3,NA,terior
terrace,3,NA,terrace
terrifying,3,NA,terrifying
test,3,NA,test
thaw,3,NA,thaw
thermal,3,NA,thermal
thine,3,NA,thine
thinner,3,NA,thinner
thong,3,NA,thong
thousand,3,NA,thousand
threat,3,NA,threat
throws,3,NA,throws
thunderously,3,NA,thunderously
tips,3,NA,tips
title,3,NA,title
tomorrow,3,NA,tomorrow
topmasts,3,NA,topmasts
torso,3,NA,torso
torture,3,NA,torture
tortured,3,NA,tortured
tossed,3,NA,tossed
totalled,3,NA,totalled
towering,3,NA,towering
toy,3,NA,toy
tra,3,NA,tra
translucent,3,NA,translucent
transversely,3,NA,transversely
trial,3,NA,trial
trifle,3,NA,trifle
troughs,3,NA,troughs
truncata,3,NA,truncata
truncated,3,NA,truncated
truth,3,NA,truth
tudes,3,NA,tudes
tunity,3,NA,tunity
ture,3,NA,ture
tures,3,NA,tures
turf,3,NA,turf
tusks,3,NA,tusks
twelve,3,NA,twelve
twists,3,NA,twists
typical,3,NA,typical
u.s,3,NA,u.s
unadorned,3,NA,unadorned
unbroken,3,NA,unbroken
unchanged,3,NA,unchanged
underestimated,3,NA,underestimated
underground,3,NA,underground
undermined,3,NA,undermined
underside,3,NA,underside
undertook,3,NA,undertook
unexpected,3,NA,unexpected
unpleasantnesses,3,NA,unpleasantnesses
unresolved,3,NA,unresolved
unspecified,3,NA,unspecified
unusable,3,NA,unusable
unwelcome,3,NA,unwelcome
upwind,3,NA,upwind
urgently,3,NA,urgently
utensils,3,NA,utensils
utmost,3,NA,utmost
vanced,3,NA,vanced
veal,3,NA,veal
vegetables,3,NA,vegetables
veloped,3,NA,veloped
velvet,3,NA,velvet
vent,3,NA,vent
vented,3,NA,vented
vertebrae,3,NA,vertebrae
ves,3,NA,ves
viewed,3,NA,viewed
virtue,3,NA,virtue
visions,3,NA,visions
visitor,3,NA,visitor
volleys,3,NA,volleys
vourable,3,NA,vourable
walnut,3,NA,walnut
walruses,3,NA,walruses
wandered,3,NA,wandered
wanderings,3,NA,wanderings
warehouse,3,NA,warehouse
warships,3,NA,warships
wastes,3,NA,wastes
watertight,3,NA,watertight
waved,3,NA,waved
weaker,3,NA,weaker
webster,3,NA,webster
wedge,3,NA,wedge
wedged,3,NA,wedged
weeping,3,NA,weeping
weighted,3,NA,weighted
weights,3,NA,weights
whalebacks,3,NA,whalebacks
whaleboat,3,NA,whaleboat
wheat,3,NA,wheat
wheel,3,NA,wheel
wheelhouse,3,NA,wheelhouse
whims,3,NA,whims
whirred,3,NA,whirred
widespread,3,NA,widespread
wilderness,3,NA,wilderness
willingly,3,NA,willingly
wintry,3,NA,wintry
wiped,3,NA,wiped
wise,3,NA,wise
wives,3,NA,wives
woah,3,NA,woah
woe,3,NA,woe
wolf,3,NA,wolf
wollaston,3,NA,wollaston
woodwork,3,NA,woodwork
worries,3,NA,worries
wrangel,3,NA,wrangel
write,3,NA,write
wrote,3,NA,wrote
yards,3,NA,yards
0,2,NA,0
0.002,2,NA,0.002
08,2,NA,08
"1,200",2,NA,"1,200"
"1,7",2,NA,"1,7"
"1,800",2,NA,"1,800"
1.4,2,NA,1.4
1.50,2,NA,1.50
1.56,2,NA,1.56
1.7,2,NA,1.7
"10,000",2,NA,"10,000"
109,2,NA,109
110,2,NA,110
123,2,NA,123
14.5,2,NA,14.5
1400,2,NA,1400
142,2,NA,142
180,2,NA,180
1850,2,NA,1850
1852,2,NA,1852
1854,2,NA,1854
1855,2,NA,1855
1864,2,NA,1864
1865,2,NA,1865
1873,2,NA,1873
1874,2,NA,1874
1st,2,NA,1st
2.22,2,NA,2.22
2.8,2,NA,2.8
250,2,NA,250
4.30,2,NA,4.30
4.9,2,NA,4.9
40.7,2,NA,40.7
5.5,2,NA,5.5
5000,2,NA,5000
5300,2,NA,5300
57,2,NA,57
6.30,2,NA,6.30
69th,2,NA,69th
70.5,2,NA,70.5
71,2,NA,71
73.7,2,NA,73.7
74,2,NA,74
9.25,2,NA,9.25
91.0,2,NA,91.0
94,2,NA,94
95,2,NA,95
ab,2,NA,ab
aban,2,NA,aban
abated,2,NA,abated
abdomen,2,NA,abdomen
abeam,2,NA,abeam
aberrations,2,NA,aberrations
absorb,2,NA,absorb
accelerated,2,NA,accelerated
acceleration,2,NA,acceleration
accessories,2,NA,accessories
accord,2,NA,accord
accumulating,2,NA,accumulating
accused,2,NA,accused
ach,2,NA,ach
achievements,2,NA,achievements
acted,2,NA,acted
acter,2,NA,acter
acting,2,NA,acting
actinometer,2,NA,actinometer
acute,2,NA,acute
adaptation,2,NA,adaptation
addi,2,NA,addi
adding,2,NA,adding
addressed,2,NA,addressed
aden,2,NA,aden
adhered,2,NA,adhered
adjoining,2,NA,adjoining
adminis,2,NA,adminis
administrator’s,2,NA,administrator’s
admirable,2,NA,admirable
admiralty,2,NA,admiralty
admire,2,NA,admire
admired,2,NA,admired
admonished,2,NA,admonished
advan,2,NA,advan
advancing,2,NA,advancing
advis,2,NA,advis
affection,2,NA,affection
africa,2,NA,africa
agility,2,NA,agility
agitated,2,NA,agitated
agrees,2,NA,agrees
aground,2,NA,aground
aims,2,NA,aims
alerted,2,NA,alerted
aleutians,2,NA,aleutians
algonquins,2,NA,algonquins
alida,2,NA,alida
alluring,2,NA,alluring
alpenstocks,2,NA,alpenstocks
altar,2,NA,altar
alternation,2,NA,alternation
altogether,2,NA,altogether
america’s,2,NA,america’s
ammen,2,NA,ammen
amna,2,NA,amna
amphitheatre,2,NA,amphitheatre
amusing,2,NA,amusing
ancient,2,NA,ancient
andromeda,2,NA,andromeda
angry,2,NA,angry
angular,2,NA,angular
animatedly,2,NA,animatedly
annihila,2,NA,annihila
annihilation,2,NA,annihilation
announcement,2,NA,announcement
anoetok,2,NA,anoetok
answer,2,NA,answer
answered,2,NA,answered
answering,2,NA,answering
ant,2,NA,ant
antagonist,2,NA,antagonist
antagonists,2,NA,antagonists
antici,2,NA,antici
antiquated,2,NA,antiquated
antiscorbutic,2,NA,antiscorbutic
antlers,2,NA,antlers
apex,2,NA,apex
apparition,2,NA,apparition
appeased,2,NA,appeased
apply,2,NA,apply
aquatic,2,NA,aquatic
ar,2,NA,ar
arcs,2,NA,arcs
arctica,2,NA,arctica
arisen,2,NA,arisen
arrange,2,NA,arrange
arrivals,2,NA,arrivals
arrives,2,NA,arrives
article,2,NA,article
ascended,2,NA,ascended
ascertain,2,NA,ascertain
ascribing,2,NA,ascribing
ashes,2,NA,ashes
asia,2,NA,asia
assailed,2,NA,assailed
assaults,2,NA,assaults
asserted,2,NA,asserted
assumes,2,NA,assumes
assumption,2,NA,assumption
asthmatic,2,NA,asthmatic
ations,2,NA,ations
attains,2,NA,attains
atten,2,NA,atten
attraction,2,NA,attraction
attractive,2,NA,attractive
atus,2,NA,atus
audience,2,NA,audience
auf,2,NA,auf
author,2,NA,author
avail,2,NA,avail
avatok’s,2,NA,avatok’s
aversion,2,NA,aversion
awake,2,NA,awake
awkward,2,NA,awkward
awkwardly,2,NA,awkwardly
aya,2,NA,aya
baffled,2,NA,baffled
bagged,2,NA,bagged
baird,2,NA,baird
baited,2,NA,baited
baked,2,NA,baked
ballast,2,NA,ballast
band’s,2,NA,band’s
banding,2,NA,banding
banished,2,NA,banished
barbs,2,NA,barbs
bark’s,2,NA,bark’s
barn,2,NA,barn
barom,2,NA,barom
barrelled,2,NA,barrelled
bars,2,NA,bars
bases,2,NA,bases
basically,2,NA,basically
battered,2,NA,battered
battled,2,NA,battled
beads,2,NA,beads
beaker,2,NA,beaker
bearer,2,NA,bearer
bearskin,2,NA,bearskin
beating,2,NA,beating
beautifully,2,NA,beautifully
bedroom,2,NA,bedroom
begging,2,NA,begging
beginnings,2,NA,beginnings
believing,2,NA,believing
bellot,2,NA,bellot
bends,2,NA,bends
benevolent,2,NA,benevolent
bestow,2,NA,bestow
beverage,2,NA,beverage
bible,2,NA,bible
billiard,2,NA,billiard
birthday,2,NA,birthday
bizarre,2,NA,bizarre
blackwood,2,NA,blackwood
blankets,2,NA,blankets
blasting,2,NA,blasting
blazed,2,NA,blazed
blazing,2,NA,blazing
bleating,2,NA,bleating
bleeding,2,NA,bleeding
blinking,2,NA,blinking
blocking,2,NA,blocking
bloodedly,2,NA,bloodedly
bloodthirsty,2,NA,bloodthirsty
blossom,2,NA,blossom
bluish,2,NA,bluish
boggy,2,NA,boggy
boiled,2,NA,boiled
bonus,2,NA,bonus
boom,2,NA,boom
border,2,NA,border
bordering,2,NA,bordering
botanical,2,NA,botanical
bottomed,2,NA,bottomed
boundaries,2,NA,boundaries
bour,2,NA,bour
brackish,2,NA,brackish
brain,2,NA,brain
brains,2,NA,brains
brawl,2,NA,brawl
breach,2,NA,breach
breakup,2,NA,breakup
breathed,2,NA,breathed
breeding,2,NA,breeding
breezes,2,NA,breezes
brethren,2,NA,brethren
brevity,2,NA,brevity
brew,2,NA,brew
bricks,2,NA,bricks
bridged,2,NA,bridged
brochure,2,NA,brochure
brook’s,2,NA,brook’s
buries,2,NA,buries
bustle,2,NA,bustle
butchers,2,NA,butchers
butt,2,NA,butt
byam,2,NA,byam
cables,2,NA,cables
cabot,2,NA,cabot
caespitosa,2,NA,caespitosa
calamity,2,NA,calamity
calculation,2,NA,calculation
calculations,2,NA,calculations
calmed,2,NA,calmed
calorific,2,NA,calorific
cam,2,NA,cam
canine,2,NA,canine
canis,2,NA,canis
canister,2,NA,canister
capacity,2,NA,capacity
capers,2,NA,capers
capitalist,2,NA,capitalist
caps,2,NA,caps
carefree,2,NA,carefree
careless,2,NA,careless
carelessly,2,NA,carelessly
cares,2,NA,cares
carnations,2,NA,carnations
carpet,2,NA,carpet
cated,2,NA,cated
caulking,2,NA,caulking
cavities,2,NA,cavities
cealed,2,NA,cealed
celebra,2,NA,celebra
celestial,2,NA,celestial
cended,2,NA,cended
central,2,NA,central
ception,2,NA,ception
ceremony,2,NA,ceremony
chamber,2,NA,chamber
champagne,2,NA,champagne
chaos,2,NA,chaos
chaotically,2,NA,chaotically
char,2,NA,char
characterize,2,NA,characterize
characters,2,NA,characters
charges,2,NA,charges
charms,2,NA,charms
chased,2,NA,chased
chasm,2,NA,chasm
chatting,2,NA,chatting
cheer,2,NA,cheer
cheerless,2,NA,cheerless
chickens,2,NA,chickens
chil,2,NA,chil
childhood,2,NA,childhood
choose,2,NA,choose
chop,2,NA,chop
christened,2,NA,christened
chron,2,NA,chron
chronom,2,NA,chronom
chrysalises,2,NA,chrysalises
churning,2,NA,churning
chute,2,NA,chute
cient,2,NA,cient
ciers,2,NA,ciers
cigars,2,NA,cigars
circumvent,2,NA,circumvent
civil,2,NA,civil
civilities,2,NA,civilities
claims,2,NA,claims
clanking,2,NA,clanking
claws,2,NA,claws
clays,2,NA,clays
cleaning,2,NA,cleaning
clergyman,2,NA,clergyman
clergymen,2,NA,clergymen
clerk,2,NA,clerk
cliffed,2,NA,cliffed
climatic,2,NA,climatic
climax,2,NA,climax
clothed,2,NA,clothed
clutches,2,NA,clutches
coated,2,NA,coated
coats,2,NA,coats
coiled,2,NA,coiled
collapsing,2,NA,collapsing
collars,2,NA,collars
collector,2,NA,collector
colonized,2,NA,colonized
colourful,2,NA,colourful
comb,2,NA,comb
commanding,2,NA,commanding
commission,2,NA,commission
commit,2,NA,commit
committee,2,NA,committee
comparable,2,NA,comparable
compare,2,NA,compare
compartment,2,NA,compartment
compete,2,NA,compete
compiling,2,NA,compiling
complain,2,NA,complain
complained,2,NA,complained
completeness,2,NA,completeness
completing,2,NA,completing
component,2,NA,component
conceivable,2,NA,conceivable
concentrate,2,NA,concentrate
conception,2,NA,conception
concepts,2,NA,concepts
condemned,2,NA,condemned
condense,2,NA,condense
cones,2,NA,cones
confession,2,NA,confession
confidingly,2,NA,confidingly
confine,2,NA,confine
confirmation,2,NA,confirmation
confusion,2,NA,confusion
congealed,2,NA,congealed
congregation,2,NA,congregation
conjunction,2,NA,conjunction
conjure,2,NA,conjure
conjuring,2,NA,conjuring
connect,2,NA,connect
connecting,2,NA,connecting
connective,2,NA,connective
connects,2,NA,connects
conscience,2,NA,conscience
conscientious,2,NA,conscientious
conscientiousness,2,NA,conscientiousness
consistency,2,NA,consistency
consistently,2,NA,consistently
consoled,2,NA,consoled
constellation,2,NA,constellation
consulted,2,NA,consulted
contempt,2,NA,contempt
contented,2,NA,contented
continua,2,NA,continua
contours,2,NA,contours
contracted,2,NA,contracted
contrasting,2,NA,contrasting
contrasts,2,NA,contrasts
contribution,2,NA,contribution
controlling,2,NA,controlling
cool,2,NA,cool
copepods,2,NA,copepods
copied,2,NA,copied
cor,2,NA,cor
coral,2,NA,coral
cork,2,NA,cork
corn,2,NA,corn
cornices,2,NA,cornices
corrected,2,NA,corrected
correspond,2,NA,correspond
cotton,2,NA,cotton
cotyle,2,NA,cotyle
coun,2,NA,coun
council,2,NA,council
counteract,2,NA,counteract
countered,2,NA,countered
couple,2,NA,couple
courageous,2,NA,courageous
cousins,2,NA,cousins
cracking,2,NA,cracking
craftsmen,2,NA,craftsmen
crashed,2,NA,crashed
crashing,2,NA,crashing
crawling,2,NA,crawling
cre,2,NA,cre
create,2,NA,create
credit,2,NA,credit
crinoline,2,NA,crinoline
criss,2,NA,criss
crowded,2,NA,crowded
crowding,2,NA,crowding
crowds,2,NA,crowds
cruised,2,NA,cruised
crunching,2,NA,crunching
cubs,2,NA,cubs
cucumbers,2,NA,cucumbers
culmination,2,NA,culmination
cultural,2,NA,cultural
culture,2,NA,culture
cunning,2,NA,cunning
cupied,2,NA,cupied
curious,2,NA,curious
currants,2,NA,currants
curtain,2,NA,curtain
curve,2,NA,curve
curves,2,NA,curves
cush,2,NA,cush
cylinders,2,NA,cylinders
dainty,2,NA,dainty
dam,2,NA,dam
damaging,2,NA,damaging
dampen,2,NA,dampen
dampened,2,NA,dampened
dandelion,2,NA,dandelion
dangerously,2,NA,dangerously
dat’s,2,NA,dat’s
dates,2,NA,dates
davits,2,NA,davits
dealt,2,NA,dealt
debilitation,2,NA,debilitation
deceased,2,NA,deceased
decidedly,2,NA,decidedly
decimal,2,NA,decimal
decisive,2,NA,decisive
decline,2,NA,decline
declinometer,2,NA,declinometer
decorate,2,NA,decorate
decorated,2,NA,decorated
decoration,2,NA,decoration
decrease,2,NA,decrease
dedicated,2,NA,dedicated
deepest,2,NA,deepest
defenceless,2,NA,defenceless
defend,2,NA,defend
defiance,2,NA,defiance
deficient,2,NA,deficient
degeneration,2,NA,degeneration
delicately,2,NA,delicately
delineated,2,NA,delineated
deliver,2,NA,deliver
deliverance,2,NA,deliverance
demand,2,NA,demand
demolished,2,NA,demolished
demonstrate,2,NA,demonstrate
demonstrating,2,NA,demonstrating
densities,2,NA,densities
dent,2,NA,dent
depar,2,NA,depar
depart,2,NA,depart
dependent,2,NA,dependent
deposited,2,NA,deposited
depressions,2,NA,depressions
depriving,2,NA,depriving
derives,2,NA,derives
descendants,2,NA,descendants
descent,2,NA,descent
descriptive,2,NA,descriptive
desert,2,NA,desert
deserved,2,NA,deserved
desirable,2,NA,desirable
despicable,2,NA,despicable
despised,2,NA,despised
destined,2,NA,destined
destroy,2,NA,destroy
destructive,2,NA,destructive
detached,2,NA,detached
detecting,2,NA,detecting
deter,2,NA,deter
determin,2,NA,determin
determina,2,NA,determina
devastating,2,NA,devastating
deviate,2,NA,deviate
deviation,2,NA,deviation
devil,2,NA,devil
devolve,2,NA,devolve
devote,2,NA,devote
dew,2,NA,dew
dewlap,2,NA,dewlap
diction,2,NA,diction
diet,2,NA,diet
differentiation,2,NA,differentiation
differing,2,NA,differing
diffi,2,NA,diffi
difficul,2,NA,difficul
dilapidated,2,NA,dilapidated
diligent,2,NA,diligent
diminishes,2,NA,diminishes
diminishing,2,NA,diminishing
diminutive,2,NA,diminutive
dipping,2,NA,dipping
director,2,NA,director
disadvantage,2,NA,disadvantage
disappearing,2,NA,disappearing
disappointment,2,NA,disappointment
disastrous,2,NA,disastrous
discard,2,NA,discard
discharge,2,NA,discharge
discipline,2,NA,discipline
discuss,2,NA,discuss
discussing,2,NA,discussing
disheartening,2,NA,disheartening
disin,2,NA,disin
dislocated,2,NA,dislocated
dismembered,2,NA,dismembered
dispatches,2,NA,dispatches
dispatching,2,NA,dispatching
displaying,2,NA,displaying
disproportionately,2,NA,disproportionately
district,2,NA,district
disturb,2,NA,disturb
ditions,2,NA,ditions
diverging,2,NA,diverging
divides,2,NA,divides
diving,2,NA,diving
dled,2,NA,dled
dles,2,NA,dles
doled,2,NA,doled
dollars,2,NA,dollars
dolphin,2,NA,dolphin
domed,2,NA,domed
dominate,2,NA,dominate
don,2,NA,don
doorbell,2,NA,doorbell
doubled,2,NA,doubled
downhill,2,NA,downhill
drag,2,NA,drag
drastic,2,NA,drastic
drawbacks,2,NA,drawbacks
drawers,2,NA,drawers
draws,2,NA,draws
dreamlike,2,NA,dreamlike
dredge,2,NA,dredge
dren,2,NA,dren
drifts,2,NA,drifts
drinkable,2,NA,drinkable
dripping,2,NA,dripping
drizzle,2,NA,drizzle
drought,2,NA,drought
drowning,2,NA,drowning
dryas,2,NA,dryas
dummy,2,NA,dummy
dus,2,NA,dus
dwellings,2,NA,dwellings
earth’s,2,NA,earth’s
eased,2,NA,eased
eclipses,2,NA,eclipses
ection,2,NA,ection
ectors,2,NA,ectors
eddies,2,NA,eddies
edition,2,NA,edition
editor,2,NA,editor
edly,2,NA,edly
ef,2,NA,ef
effective,2,NA,effective
efflorescences,2,NA,efflorescences
eighteen,2,NA,eighteen
elapse,2,NA,elapse
elder,2,NA,elder
element,2,NA,element
elephant,2,NA,elephant
eliminating,2,NA,eliminating
elisha,2,NA,elisha
eloquently,2,NA,eloquently
embarked,2,NA,embarked
embraced,2,NA,embraced
emer,2,NA,emer
eminent,2,NA,eminent
emotions,2,NA,emotions
employed,2,NA,employed
enable,2,NA,enable
encased,2,NA,encased
enced,2,NA,enced
enclosure,2,NA,enclosure
encourage,2,NA,encourage
endangered,2,NA,endangered
endow,2,NA,endow
enemy’s,2,NA,enemy’s
energetic,2,NA,energetic
enforced,2,NA,enforced
engravings,2,NA,engravings
enjoyment,2,NA,enjoyment
enlarged,2,NA,enlarged
enraged,2,NA,enraged
ensued,2,NA,ensued
entering,2,NA,entering
enterprises,2,NA,enterprises
enters,2,NA,enters
entertainment,2,NA,entertainment
enthusiastic,2,NA,enthusiastic
entries,2,NA,entries
epoch,2,NA,epoch
equator,2,NA,equator
equivalent,2,NA,equivalent
erally,2,NA,erally
erik,2,NA,erik
ermine,2,NA,ermine
erosion,2,NA,erosion
erupt,2,NA,erupt
especial,2,NA,especial
essentials,2,NA,essentials
etched,2,NA,etched
eter,2,NA,eter
ethnology,2,NA,ethnology
eugenie,2,NA,eugenie
evaporated,2,NA,evaporated
everyone’s,2,NA,everyone’s
evoke,2,NA,evoke
exaggerated,2,NA,exaggerated
exam,2,NA,exam
examining,2,NA,examining
exceeded,2,NA,exceeded
excellently,2,NA,excellently
exchanges,2,NA,exchanges
excited,2,NA,excited
exe,2,NA,exe
exhaustion,2,NA,exhaustion
exhortation,2,NA,exhortation
exodus,2,NA,exodus
expanded,2,NA,expanded
expectorations,2,NA,expectorations
expects,2,NA,expects
experiment,2,NA,experiment
experimental,2,NA,experimental
expert,2,NA,expert
experts,2,NA,experts
explain,2,NA,explain
exploit,2,NA,exploit
explosives,2,NA,explosives
exported,2,NA,exported
expose,2,NA,expose
express,2,NA,express
expressing,2,NA,expressing
expressive,2,NA,expressive
externally,2,NA,externally
extracted,2,NA,extracted
extraction,2,NA,extraction
extremes,2,NA,extremes
eyed,2,NA,eyed
fabr,2,NA,fabr
fabric,2,NA,fabric
fabulous,2,NA,fabulous
factor,2,NA,factor
factory,2,NA,factory
fahrenheit,2,NA,fahrenheit
faithfully,2,NA,faithfully
famine,2,NA,famine
fantastically,2,NA,fantastically
fastening,2,NA,fastening
fata,2,NA,fata
fatally,2,NA,fatally
fateful,2,NA,fateful
father’s,2,NA,father’s
feared,2,NA,feared
fearful,2,NA,fearful
feather,2,NA,feather
featured,2,NA,featured
feldspar,2,NA,feldspar
feminine,2,NA,feminine
fered,2,NA,fered
ferried,2,NA,ferried
ferrymen,2,NA,ferrymen
festively,2,NA,festively
festoons,2,NA,festoons
fever,2,NA,fever
fice,2,NA,fice
fickle,2,NA,fickle
fiddle,2,NA,fiddle
fied,2,NA,fied
